skill,backward_text,original_name
Intelligence check for medicine,">""Fresh yarrow, Shepard's purse and yellow dock root to stop the bleeding, don't know if your medicine cat keeps those . No Shadestar's not okay,I think he's lost a life. But thank you for the help."" I reply sadly to the Thunderclan cats as I struggle to clean his wounds from the fox attack. ",Intelligence check for medicine
Intelligence,">""No Leafbreeze, that'll be fine. Remind me to thank your medicine cat later and drop by, if the truce holds. Thank you, all of you for the help."" I mew thankfully at Leafbreeze , before I start patching Shadestar up from the fox attack, being careful not to damage his tissue . ",Intelligence
Wisdom check,">I feel a little bit groggy from the dream, but nod at Poppyfur. ""Alright then, I'll check it out. When did you get that splinter?""  I ask while preparing a way to safely remove it, from Poppyfur's paw pad. ",Wisdom check
Wisdom,">""Can you pinpoint which ones. Because things are starting to get messy here and we might need your help to seal all the portals up and send the cats back."" I try again this time and try to be patient with her, some of my dad's relatives tend to be lost in thought.Also it seems like the cats have found something like a talisman of some sorts and are showing it to Blitz ",Wisdom
Charisma,">""Alright, everyone we'll have to close the one near the gym goalposts and send all the imps back. We don't need a mess getting worse."" I state in an attempt to sound commanding.Also that wooden doll looks creepy... ",Charisma
Assist,">I join in the sealing  spell as well, hoping that the culprits don't try to ruin it. It seems like someone deliberately set it up, and not just Beavis and Bunglewhip. ",Assist
Intellect,">Argh, this time I try again. I pull all of my might into this spell and this time I make sure it is right! ",Intellect
Roll,>No!I quickly create a force field around the first years and punch the large demon with a glob of mud. I am not letting anyone dying on my watch in this school.OOC: How is everyone else reacting and should I give Exp for the energy demons? ,Roll
Attack,">OOC: Sure, energy demons should be around 250 apeice. The blast hits the demon, but doesn't poof it. Instead, it turns toward the now-panicking crowd you're in and starts spiraling towards you, breathing fire. ",Attack
Dodge and Counter,">Hmm, this could be tricky. Suddenly I rush forth, dodging the fire breath and quickly clawing it with my claws. This is for a distraction to help the other students and the cats.Exp: 300\300Level up, is now Level 2. ",Dodge and Counter
Wisdom,">I take shaky breaths as I try to find somewhere safe and figure out my enemy's weak spots . But I am lightly singed due to the demon's fire breath and if it attacks me twice , then I'm not sure if I can hold out that long.Also I see Blitz, Bunglewhip and Beavis sending the imps back .Exp: 150\600 ",Wisdom
Intelligence,">Oh no, I quickly activate a Warding Bond spell on the group and pray it works... ",Intelligence
Intelligence,">I nod back to Blitz: Of course.Then I ready my own Magic , a mixture of earth toned greens, Browns and watery blue with hints of cloudy white and begin the counter spell effort with the double orb seal! ",Intelligence
Charisma,">Oh no, now the cats are panicking as well. ""Calm down you two. I can't hear what you're both saying since you are both babbling too fast for me to catch up. One at a time please ."" I sigh to the two cats as I walk up to them. ",Charisma
Wisdom,">""I think that was a Savagery Demon, they're easy to spot because they look like dragons, but without rational thought. Not the kind of creature you'd want to face in a dangerous situation, but that makes them easy to outwit if you're quick enough,have a few allies to help out  ,or have enough defensive spells to tough it out."" Let it not be said that Dark Magic Defense classes are useless, for I saw something like that in the library a few hours ago. ",Wisdom
Perception,">""Smoking mirror damn it! Any unique traces about where the portal came from?"" I mutter angrily while checking to see if anything else has happened. ",Perception
History,">""I know about the Lower Plane one and the ones the cats and the two legs came from, but what exactly is Phyrria and Pantala? Are they elemental planes or something else?"" I ask out of curiosity to Blutz, admittedly planer dimensional theory isn't my strong point. ",Lore
Gift to Fleur,"> Goals: Pay off my contracts with the Rats and the Corvid Mafia - including the bonus pig as weregild in honour of the rats and their valiant fallen. Look to extend and ratify the relationship, forming them into a network of Contacts here in the Hold. Work on the construction of a containment box for the Crown, hopefully with Magdala's help to integrate the Break Link ritual into the material to suppress its corrupting influence. Possibly arrange to transfer it to the Iron Pact for proper disposal, if everyone's in agreement. Keep an eye on what Baumelo and his Merry Men are up to, while we await a response to our letter to Lestra. Prompts:You found someone in a bad way and spent time and money to help them out. They are indebted to you, and have a skillset that could come in useful one day. Who are they and how did you help? (lose 1d6 thaler)Fleur, a pretty young lady, was crying in the shadows in Queen's Square when happened upon her. He coaxed her story from her: She had been undertaking a task on behalf of her employer, Mistress Bellina, at a house in town. She was supposed to take a carriage straight back to the Lindworm's Nest, but had stopped on the way to refill a prescription at a herb vendor in Queen's Square. By the time she had concluded her transaction, she discovered that the payment she had received from Mistress Bellina's customer was gone, a Free League token left in its place. She was distraught about the consequences should she return to Mistress Bellina empty-handed. , naturally, gave her all the cash he had on him so as to assuage Bellina's anger.---You heard about a fighter at the Abomitorium that's a ""sure win"". Who are they and what's odd about how they fight? (You win 2d100-70 thaler)Altrag is a huge tattooed troll. He opens each bout by singing a troll chant - taking no offensive action, merely slapping aside his opponents' attacks until the song concludes. Only then does he retaliate... and in his first three appearances in the Abomitorium, his first offensive blow has concluded the match on every occasion.The organisers of the matches aren't entirely sure what to make of him. Apparently the matches are simultaneously incredibly boring, yet amazingly suspenseful. ",Gift to Fleur
